store_nbr,item_nbr,unit_sales,cluster
1,740714,8.0,0
1,740722,16.0,0
1,740723,4.5,0
1,741201,7.5,0
1,741922,3.0,0
1,742735,2.0,0
1,742738,8.5,0
1,743494,4.5,0
1,743496,2.0,0
1,743497,4.5,0
1,749421,8.0,0
1,750855,1.0,0
1,750856,2.0,0
1,750857,1.0,0
1,752987,5.0,0
1,757880,4.0,0
1,757888,9.0,0
1,759651,5.5,0
1,759694,5.0,0
1,759697,4.0,0
1,759698,4.5,0
1,759890,2.0,0
1,759893,4.0,0
1,759894,1.0,0
1,762405,6.0,0
1,764438,10.0,0
1,764439,10.5,0
1,765092,1.467,0
1,765517,1.0,0
1,765518,2.0,0
1,765520,1.5,0
1,767183,3.0,0
1,769312,9.0,0
1,769314,6.0,0
1,770453,1.5,0
1,770463,8.0,0
1,771156,3.5,0
1,771157,5.0,0
1,776057,1.0,0
1,776622,1.0,0
1,779122,1.0,0
1,781794,6.0,0
1,781796,15.5,0
1,781797,12.0,0
1,781798,4.5,0
1,783243,1.0,0
1,789223,3.0,0
1,789224,17.5,0
1,793341,4.0,0
1,793345,1.0,0
1,793346,2.0,0
1,794245,4.5,0
1,795610,3.5,0
1,795611,2.5,0
1,795612,8.0,0
1,796394,7.0,0
1,796395,5.5,0
1,796396,19.5,3
1,799461,1.0,0
1,801217,3.0,0
1,801934,3.0,0
1,802831,6.5,0
1,802832,2.0,0
1,802833,2.0,0
1,804503,2.0,0
1,804932,10.5,0
1,805788,2.0,0
1,807493,17.5,0
1,809183,3.0,0
1,809184,2.0,0
1,809882,5.5,0
1,812716,3.0,0
1,812725,4.5,0
1,812726,5.0,0
1,812751,6.0,0
1,812757,5.5,0
1,813167,2.0,0
1,813760,1.0,0
1,813769,2.0,0
1,813770,8.0,0
1,816606,5.0,0
1,816679,6.263,0
1,818588,1.0,0
1,818590,3.0,0
1,819194,2.0,0
1,819206,1.924,0
1,819209,8.74,0
1,819228,9.0535,0
1,819230,2.95,0
1,819231,5.3665,0
1,819932,6.0,0
1,819934,1.0,0
1,820645,1.0,0
1,821186,4.0,0
1,823245,9.5,0
1,827911,2.5,0
1,828204,4.5,0
1,828630,4.0,0
1,828632,1.5,0
1,829389,2.5,0
1,829414,8.0,0
1,830624,1.5,0
1,830797,2.5,0
1,830806,6.5,0
1,833396,1.0,0
1,833644,3.5,0
1,838215,11.5,0
1,838216,20.5,3
1,838217,6.0,0
1,838406,9.5,0
1,838407,13.0,0
1,838408,8.0,0
1,838409,4.5,0
1,838412,4.5,0
1,838413,2.5,0
1,838415,6.5,0
1,838832,1.0,0
1,838875,3.0,0
1,839362,28.5,3
1,839363,3.5,0
1,839367,4.0,0
1,839544,2.0,0
1,839545,5.5,0
1,841197,19.5,3
1,841514,3.0,0
1,841570,2.0,0
1,841583,1.0,0
1,841607,2.5,0
1,841612,12.0,0
1,841614,6.5,0
1,841667,3.5,0
1,841841,19.0,3
1,841842,30.5,3
1,843411,4.0,0
1,843585,6.0,0
1,843589,1.0,0
1,843607,1.0,0
1,843608,1.0,0
1,843610,1.0,0
1,844017,3.5,0
1,844019,3.8,0
1,846163,10.0,0
1,846565,2.5,0
1,847859,19.0,3
1,847863,4.5,0
1,847894,20.0,3
1,848765,1.5,0
1,848953,1.0,0
1,849080,1.0,0
1,849095,2.0,0
1,849135,1.0,0
1,849139,3.0,0
1,849142,3.0,0
1,849312,10.5,0
1,850333,5.5,0
1,850334,2.0,0
1,850388,12.534,0
1,850460,7.0,0
1,850542,2.0,0
1,850545,1.0,0
1,851982,7.0,0
1,852110,9.0,0
1,852620,3.0,0
1,852937,2.5,0
1,852938,4.0,0
1,853195,3.0,0
1,853196,2.5,0
1,856687,28.0,3
1,859932,7.0,0
1,859966,6.0,0
1,862213,12.0,0
1,862454,28.0,3
1,864288,5.0,0
1,864290,2.5,0
1,864508,1.0,0
1,864510,8.0,0
1,864511,2.0,0
1,865147,8.0,0
1,865155,1.5,0
1,866927,12.5,0
1,867850,3.0,0
1,868529,4.5,0
1,870544,12.0,0
1,870545,2.0,0
1,870546,1.0,0
1,870938,2.0,0
1,871118,5.1825,0
1,871421,2.0,0
1,872308,1.0,0
1,872317,1.0,0
1,874990,4.0,0
1,876223,1.0,0
1,876663,5.0,0
1,877513,3.5,0
1,877514,7.5,0
1,881701,6.5,0
1,881910,2.0,0
1,881911,8.0,0
1,881912,2.5,0
1,882624,6.0,0
1,884878,11.5,0
1,885543,3.5,0
1,885553,1.0,0
1,886067,5.0,0
1,886396,5.5,0
1,886398,6.0,0
1,888063,4.0,0
1,888630,8.0,0
1,888682,12.5,0
1,888689,10.0,0
1,888761,6.5,0
1,888763,6.5,0
1,890213,3.5,0
1,890215,3.5,0
1,890371,1.5,0
1,890372,2.5,0
1,890374,1.5,0
1,890375,1.0,0
1,892076,5.0,0
1,895291,10.894,0
1,900196,10.0,0
1,903283,10.21,0
1,903284,20.125,3
1,903285,10.7475,0
1,903286,36.5645,3
1,903955,8.5,0
1,906979,12.0,0
1,907684,5.0,0
1,911429,8.0,0
1,911871,6.0,0
1,911989,7.0,0
1,913363,11.0,0
1,913364,26.5,3
1,913521,4.0,0
1,913526,1.0,0
1,913964,3.0,0
1,913966,1.0,0
1,913967,2.0,0
1,913968,8.5,0
1,915310,2.0,0
1,915810,7.0,0
1,916885,11.0,0
1,916886,11.0,0
1,920607,1.0,0
1,921042,2.5,0
1,926958,9.0,0
1,929627,1.0,0
1,932281,5.5,0
1,933780,5.0,0
1,936341,6.0,0
1,936994,4.0,0
1,937953,1.5,0
1,938436,1.0,0
1,938566,8.0,0
1,938567,9.0,0
1,938570,8.0,0
1,938574,3.5,0
1,938575,6.0,0
1,938576,6.0,0
1,938657,3.0,0
1,938659,10.0,0
1,939129,7.5,0
1,939130,5.0,0
1,939207,17.0,0
1,939210,3.0,0
1,939661,5.0,0
1,939662,1.5,0
1,939663,6.0,0
1,940590,7.5,0
1,940591,10.0,0
1,940592,7.5,0
1,940616,1.0,0
1,946671,1.0,0
1,949053,2.5,0
1,949243,1.0,0
1,949296,3.0,0
1,949297,2.5,0
1,949298,3.0,0
1,949299,2.0,0
1,949510,3.0,0
1,949511,2.0,0
1,953413,6.5,0
1,953427,12.0,0
1,953428,6.0,0
1,953562,8.0,0
1,953609,1.0,0
1,954796,1.5,0
1,954805,2.0,0
1,956012,9.0,0
1,956013,8.0,0
1,956014,5.0,0
1,957098,4.0,0
1,958514,1.0,0
1,964752,18.5,3
1,964753,4.0,0
1,964848,2.0,0
1,967021,1.0,0
1,968432,16.0,0
1,968935,3.5,0
1,968936,10.0,0
1,968937,9.0,0
1,977007,4.0,0
1,979195,1.0,0
1,979196,1.0,0
1,979197,1.0,0
1,979199,1.0,0
1,979553,1.0,0
1,979554,4.0,0
1,980041,4.0,0
1,982727,1.0,0
1,983310,2.5,0
1,986193,9.0,0
1,991114,2.5,0
1,991329,4.5,0
1,996122,9.5,0
1,996537,2.5,0
1,996600,2.0,0
1,996606,6.6235,0
1,996613,6.502,0
1,999545,3.0,0
1,999546,8.5,0
1,999547,21.5,3
1,1001305,1.5,0
1,1003679,4.0,0
1,1004550,8.0,0
1,1004551,12.0,0
1,1009539,2.0,0
1,1009997,2.0,0
1,1009998,6.0,0
1,1010752,1.0,0
1,1010755,2.0,0
1,1010757,1.0,0
1,1012787,2.0,0
1,1012788,2.0,0
1,1014864,4.0,0
1,1014865,8.0,0
1,1018617,5.5,0
1,1021281,6.5,0
1,1021676,2.5,0
1,1022053,4.0,0
1,1033395,7.5,0
1,1036189,1.244,0
1,1036689,7.0,0
1,1037654,1.0,0
1,1037845,14.5,0
1,1037846,12.0,0
1,1037856,2.0,0
1,1037857,9.5,0
1,1038937,5.0,0
1,1038945,4.5,0
1,1038946,8.0,0
1,1038950,3.0,0
1,1038952,10.5,0
1,1038962,8.0,0
1,1040170,3.5,0
1,1044592,1.0,0
1,1045449,2.0,0
1,1046272,1.0,0
1,1047674,7.0,0
1,1047675,10.5,0
1,1047679,36.5,3
1,1047680,28.0,3
1,1047681,13.0,0
1,1047682,1.0,0
1,1047685,14.5,0
1,1047686,1.5,0
1,1047690,37.0,3
1,1047695,2.0,0
1,1047696,3.5,0
1,1047698,1.5,0
1,1047702,10.0,0
1,1047703,26.0,3
1,1047705,2.0,0
1,1047709,1.0,0
1,1047717,1.5,0
1,1047721,4.0,0
1,1047733,3.5,0
1,1047735,5.0,0
1,1047740,2.0,0
1,1047743,4.5,0
1,1047751,7.0,0
1,1047752,2.0,0
1,1047753,7.0,0
1,1047755,11.0,0
1,1047756,5.5,0
1,1047757,5.0,0
1,1047758,6.0,0
1,1047772,17.0,0
1,1047773,3.5,0
1,1047774,5.5,0
1,1047775,2.5,0
1,1047786,5.5,0
1,1047790,7.5,0
1,1052022,2.0,0
1,1052563,8.0,0
1,1054129,1.0,0
1,1057033,11.5,0
1,1057034,5.0,0
1,1057490,3.5,0
1,1057491,5.0,0
1,1057495,7.5,0
1,1057515,1.0,0
1,1060036,2.0,0
1,1062338,1.0,0
1,1062374,1.085,0
1,1062926,1.5,0
1,1062927,15.0,0
1,1064018,8.0,0
1,1066900,14.0,0
1,1066901,19.5,3
1,1070962,2.5,0
1,1071928,5.5,0
1,1071949,5.5,0
1,1072167,2.5,0
1,1074327,27.0,3
1,1075891,5.5,0
1,1076066,6.5,0
1,1076155,2.0,0
1,1076335,2.0,0
1,1079214,2.0,0
1,1079215,3.0,0
1,1079220,2.0,0
1,1079254,4.0,0
1,1079329,1.0,0
1,1079331,2.0,0
1,1080021,2.0,0
1,1081359,5.0,0
1,1082042,1.0,0
1,1082391,1.0,0
1,1082578,1.0,0
1,1082907,4.0,0
1,1083152,23.0,3
1,1083154,1.0,0
1,1083196,24.5,3
1,1084436,1.5,0
1,1084437,8.0,0
1,1084881,14.0,0
1,1084882,6.0,0
1,1085246,6.8895,0
1,1086172,1.0,0
1,1087270,7.5,0
1,1088002,4.0,0
1,1089044,3.0,0
1,1089045,2.0,0
1,1089046,6.0,0
1,1089079,1.0,0
1,1089163,1.5,0
1,1089820,1.0,0
1,1089843,8.0,0
1,1089844,6.0,0
1,1090401,5.0,0
1,1090419,2.0,0
1,1091365,7.0,0
1,1091366,5.5,0
1,1091367,6.5,0
1,1094235,1.0,0
1,1096235,8.5,0
1,1097187,5.0,0
1,1101724,1.0,0
1,1102268,7.0,0
1,1102970,3.5,0
1,1102976,2.0,0
1,1104598,10.5,0
1,1104599,5.0,0
1,1104725,1.0,0
1,1105210,1.0,0
1,1105211,12.5,0
1,1105212,49.5,3
1,1105213,14.5,0
1,1105214,1.5,0
1,1105228,1.0,0
1,1109116,1.0,0
1,1109235,6.51,0
1,1109325,8.0,0
1,1109326,2.0,0
1,1109389,2.0,0
1,1109390,1.0,0
1,1109391,2.5,0
1,1113847,1.0,0
2,103665,6.5,0
2,105574,16.5,0
2,105575,4.0,0
2,105577,5.0,0
2,105693,4.0,0
2,105737,9.5,0
2,105857,14.0,0
2,106716,8.5,0
2,108079,1.5,0
2,108696,4.0,0
2,108698,4.5,0
2,108701,2.5,0
2,108786,5.0,0
2,108797,12.5,0
2,108831,45.794,3
2,108952,4.0,0
2,111223,26.0,3
2,112830,3.5,0
2,114778,3.5,0
2,114790,6.5,0
2,114799,1.0,0
2,114800,20.0,3
2,115267,11.0,0
2,115611,27.0,3
2,115720,3.5,0
2,115847,3.5,0
2,115850,11.0,0
2,115891,4.0,0
2,115892,19.5,3
2,115893,11.5,0
2,115894,20.0,3
2,116017,24.0,3
2,116018,10.0,0
2,116311,1.0,0
2,119023,6.5,0
2,119024,9.5,0
2,119026,4.0,0
2,119141,2.5,0
2,119187,4.5,0
2,119191,4.0,0
2,119624,6.5,0
2,121964,2.0,0
2,122095,2.0,0
2,122419,2.5,0
2,122425,3.0,0
2,123347,10.5,0
2,123601,3.0,0
2,123602,1.0,0
2,123927,1.0,0
2,127534,1.5,0
2,127547,5.5,0
2,129296,4.0,0
2,129297,5.5,0
2,129635,7.5,0
2,129758,5.0,0
2,153078,1.5,0
2,153239,5.0,0
2,153267,22.0,3
2,153395,9.0,0
2,153398,14.0,0
2,155600,3.5,0
2,155601,3.0,0
2,155607,1.0,0
2,155610,1.5,0
2,155621,2.0,0
2,155625,2.0,0
2,157956,1.0,0
2,158680,6.0,0
2,158788,6.0,0
2,158789,6.5,0
2,158842,3.0,0
2,158875,1.5,0
2,158956,12.5,0
2,159156,121.7085,2
2,159242,6.0,0
2,161288,2.5,0
2,164036,4.0,0
2,164037,3.0,0
2,164088,3.0,0
2,164647,11.0,0
2,165550,7.5,0
2,165551,4.5,0
2,165553,3.0,0
2,165594,7.0,0
2,165704,9.5,0
2,165705,4.0,0
2,165718,1.5,0
2,165727,4.0,0
2,165988,5.0,0
2,167437,3.5,0
2,168927,20.5,3
2,168930,24.0,3
2,168989,4.0,0
2,169028,2.0,0
2,169101,3.5,0
2,169104,1.0,0
2,170791,7.0,0
2,172184,6.5,0
2,173111,5.5,0
2,174081,7.0,0
2,177395,5.5,0
2,179274,3.0,0
2,179564,1.0,0
2,179600,3.0,0
2,179615,8.5,0
2,205387,6.0,0
2,205486,5.0,0
2,207857,8.0,0
2,208384,28.0,3
2,208386,5.0,0
2,208426,5.0,0
2,208498,2.5,0
2,208514,7.0,0
2,208530,9.94,0
2,208539,1.862,0
2,208659,5.0,0
2,208699,2.5,0
2,209085,6.0,0
2,210520,5.0,0
2,211205,3.0,0
